plant_power_kW,RO_perm_flow_gpm,UV1_flow_MGD,UV2_flow_MGD,RO_feed_flow_gpm
895.5109863,3339,3.482863903,3.383068323,5142.899902
1651.925903,6659,7.015625477,6.826014042,10174.93945
1697.06543,6697,6.995666504,6.786095619,10218.79004
1251.878906,4957,5.179387569,5.069612503,7609.029785
1631.427124,6638,6.90585041,6.766136646,10089.5498
1654.36145,6617,6.915830135,6.816034317,10106.06934
1731.243896,6565,6.806055069,6.576525211,9989.509766
1260.755371,4972,5.099551201,4.999755859,7541.929688
1639.418213,6680,6.945768833,6.766136646,10046.38965
1635.671021,6705,6.965727806,6.796075344,10100.08008
1341.340698,5041,4.740287304,4.640491962,7707.319824
107.0885315,2,0,0,4.880000114
1176.896851,4980,4.051698208,4.061677933,7595.57959
102.5451813,2,0,0,3.899999857
158.5153656,2,0,0,3.329999924
202.2376251,2,0,0,2540.819824
931.232666,3382,3.49284339,3.413007021,5202.179688
102.1457672,2,0,0,3.210000038
877.8312988,3338,3.482863903,3.373088837,5124.370117
970.6921387,3335,3.422986507,3.343150139,5094.540039
879.7765503,3354,3.462904692,3.383068323,5120.909668
832.3258667,3344,3.103640795,3.193456888,5082.549805
891.8126831,3339,3.472884417,3.373088837,5088.939941
1256.36377,4950,5.169408321,5.039674282,7614.609863
1634.957275,6560,6.85595274,6.696280003,9943.5
1647.940186,6581,6.865931988,6.736197948,9970.80957
1619.950073,6519,6.885891438,6.676320553,9889.759766
1614.448853,6565,6.786095619,6.676320553,9891.910156
1258.531982,4795,4.720328331,4.610553265,7303.509766
948.0410156,3271,3.023804426,2.963927031,5076.649902
1254.497803,4933,5.149449348,5.059633255,7657.75
1267.470581,4934,5.149449348,5.069612503,7595.869629
1307.52002,4938,5.179387569,5.089571953,7641.619629
1270.290527,4978,5.179387569,5.069612503,7704.02002
1248.379028,4959,5.169408321,5.079592228,7611.849609
1237.708862,4892,5.099551201,4.989776134,7483.629883
1259.177368,4852,5.129489899,5.039674282,7522.169922
1242.285767,4901,5.119510651,5.039674282,7462.779785
1607.125,6496,6.796075344,6.606463909,9871.299805
1613.637451,6479,6.816034317,6.65636158,9905.609375
1654.980103,6573,6.935789108,6.776116371,9979.490234
1650.530151,6495,6.835993767,6.676320553,9960.669922
1636.260376,6592,6.925809383,6.90585041,9968.779297
1630.609009,6561,6.90585041,6.875911713,9965.089844
672.7406006,1951,2.983886242,2.943968058,3936.079834
936.1741333,3315,4.490798473,4.371044159,5104.600098
1671.350952,6614,6.925809383,6.766136646,10076.13965
1671.647217,6618,6.945768833,6.786095619,10077.31934
1636.891113,6658,6.995666504,6.766136646,10023.58984
1271.355347,4978,5.189367294,5.119510651,7516.299805
899.2071533,3306,2.784295082,2.81423378,5121.569824
1615.796387,6607,6.935789108,6.696280003,9973.889648
1643.037354,6594,6.915830135,6.726218224,9968.269531
1632.174683,6562,6.865931988,6.835993767,9954.009766
1649.947144,6453,6.845973015,6.756156921,9912.990234
1628.47876,6497,6.796075344,6.686300278,9916.639648
1676.37793,6365,6.666341305,6.486709118,9729.299805
1640.520996,6456,6.756156921,6.626422882,9856.830078
1632.628174,6415,6.756156921,6.616443157,9884.990234
1656.013306,6479,6.726218224,6.596484184,9835.870117
1657.159302,6370,6.666341305,6.516647816,9795.299805
879.9641724,3225,3.353129625,3.283272743,4914.139648
906.4111328,3420,2.963927031,2.894070148,4945.290039
1246.446045,4849,5.019714832,4.939878464,7384.77002
1253.19458,4858,4.4708395,4.361064434,7352.209961
1640.044678,6457,6.786095619,6.716238976,9816.259766
540.6870117,1619,0,3.343150139,2487.829834
1662.966309,6518,6.646381855,7.0555439,9870.089844
1301.331299,4950,4.490798473,4.560655594,7562.929688
1288.050537,4949,4.480819225,4.560655594,7574.679688
1334.99353,4962,4.550675869,4.720328331,7725.919922
1249.31543,4962,5.019714832,5.289163113,7652.159668
1232.145996,4961,4.949858189,4.85006237,7477.939941
1595.358887,6583,6.90585041,6.636402607,9937.979492
1583.08374,6531,6.885891438,6.696280003,9904.359375
1639.095215,6495,6.865931988,6.516647816,9923.609375
1598.744385,6505,6.796075344,6.776116371,9821.689453
87.79495239,2,0,0,3.899999857
88.33987427,2,0,0,3.899999857
83.51370239,2,0,0,2.539999962
1616.045044,6486,6.835993767,6.606463909,9833.149414
1580.964111,6489,6.845973015,6.945768833,9815.099609
1645.19873,6478,6.786095619,6.506668091,9797.279297
1623.981079,6469,6.766136646,6.546586514,9849.75
1639.75,6472,6.895870686,6.726218224,9774.330078
1321.247803,4920,5.219305992,5.149449348,7479.32959
212.1128082,2,0,0,2573.339844
1631.314087,6517,6.85595274,6.65636158,9866.359375
1652.289307,6381,6.776116371,6.466750145,9744.540039
1630.235596,6361,6.686300278,6.596484184,9743.660156
1611.979736,6396,6.606463909,6.47672987,9676.609375
1620.327881,6357,6.716238976,6.486709118,9651.479492
113.4150467,2,0,0,4.710000038
1614.60498,6385,6.646381855,6.227241039,9689.819336
1602.693359,6373,6.835993767,6.686300278,9713.450195
1619.111816,6397,6.736197948,6.716238976,9843.899414
1630.115479,6419,6.786095619,6.726218224,9814.719727
964.6935425,3415,3.472884417,3.303231955,5035.290039
1668.113281,6443,6.796075344,6.526627541,9805.490234
960.7913818,3473,3.422986507,3.143558979,4974.580078
1264.575806,4751,5.089571953,4.999755859,7440.989746
1604.955444,6364,6.776116371,6.376934052,9743.080078
1638.460083,6339,6.806055069,6.177342892,9710.109375
1641.850098,6401,6.826014042,6.566545486,9845.919922
1623.374878,6429,6.746177673,6.786095619,9815.080078
1249.143188,4723,4.281228065,4.111575603,7282.879883
866.8798828,3155,0,6.386913776,4850.149902
837.4137573,3257,6.85595274,0,5116.52002
1233.427246,4789,5.089571953,4.969817162,7431.07959
1649.187988,6431,6.766136646,6.436811447,9867.459961
1744.483643,6432,6.746177673,6.536606789,9786.109375
1272.643311,4796,4.510757923,4.361064434,7463.099609
994.8915405,3209,2.894070148,2.824213266,5067.939941
1623.908691,6384,6.796075344,6.596484184,9833.099609
1354.328369,4877,4.760246754,4.750267029,7417.72998
1625.019531,6408,6.716238976,6.496688843,9785.139648
1648.660767,6387,6.746177673,6.426831722,9888.370117
1640.226563,6379,6.686300278,6.945768833,9880.719727
1607.452148,6451,6.726218224,6.616443157,9960.799805
1630.230103,6519,6.736197948,6.875911713,9957.189453
1658.68335,6493,6.786095619,6.676320553,9879.969727
881.861084,3222,3.353129625,3.223395586,5027.879883
1262.966919,4849,5.059633255,4.989776134,7544.909668
1272.418213,4813,5.109530926,4.939878464,7652.27002
1249.497559,4909,5.089571953,4.959837437,7637.929688
1283.708618,4809,5.069612503,5.159428596,7643.379883
886.1437988,3270,3.353129625,3.343150139,4963.909668
1255.714966,4915,4.450880527,4.500778198,7502.069824
889.3861084,3356,2.963927031,2.794274807,5148.009766
874.5925903,3336,2.943968058,2.774315596,5191.540039
1331.443359,5015,5.199347019,5.019714832,7605.759766
1310.801758,4993,5.229285717,5.079592228,7596.129883
1280.668823,4905,5.139469624,5.109530926,7557.109863
1311.905762,4890,5.139469624,4.85006237,7527.32959
1324.391724,4849,5.04965353,4.989776134,7434.689941
1285.31665,4832,4.430921555,4.430921555,7417.369629
1594.634644,6452,6.686300278,6.366954327,9906.019531
1282.783936,4756,5.04965353,5.039674282,7391.199707
1282.35144,4829,5.069612503,4.949858189,7428.299805
1269.766846,4813,5.04965353,4.899960518,7421.72998
536.3616333,1682,1.766380787,1.716482997,2581.869873
1649.346558,6548,6.756156921,6.696280003,9989.410156
1637.405518,6325,6.556566238,6.526627541,9753.790039
1627.595215,6340,6.526627541,6.586504936,9749.689453
1654.62085,6404,6.546586514,6.776116371,9793.040039
1644.526367,6391,6.596484184,6.536606789,9706.399414
1649.322754,6400,6.626422882,6.616443157,9761.609375
1638.050659,6355,6.466750145,6.686300278,9691.759766
1681.194702,6408,6.516647816,6.416852474,9760.819336
1672.634033,6426,6.546586514,6.835993767,9754.609375
1287.887329,4862,4.989776134,5.089571953,7468.32959
1297.596802,4888,5.009735584,5.24924469,7496.619629
1303.399658,4920,5.04965353,5.039674282,7495.060059
1605.309814,6511,6.65636158,6.736197948,9896.549805
1617.645874,6512,6.686300278,6.796075344,9937.790039
1669.05896,6591,6.706259251,6.965727806,9981.029297
1619.1427,6595,6.716238976,6.935789108,10043.4502
1648.348877,6539,6.65636158,6.726218224,9989.959961
1665.668945,6580,6.686300278,6.676320553,9996.069336
1631.600464,6525,6.696280003,6.965727806,10007.5293
1632.910156,6561,6.706259251,6.965727806,10033.99023
1643.616455,6657,6.826014042,7.10544157,10057.79004
1666.67981,6604,6.686300278,6.90585041,10048.29004
1637.374756,6546,6.706259251,7.0555439,10011.05957
1624.34729,6573,6.686300278,6.925809383,10066.64941
1633.285767,6567,6.676320553,6.596484184,10025.33008
1619.851807,6573,6.716238976,6.796075344,10020.37988
1720.188232,6565,6.686300278,6.686300278,10013.56934
941.1328735,3312,3.39304781,3.512802601,5158.179688
1315.022705,4941,4.979796886,5.189367294,7662.02002
1310.473633,4940,5.079592228,5.189367294,7639.709961
1367.16394,4983,5.099551201,5.169408321,7654.119629
1294.920776,4860,5.029694557,5.219305992,7556.189941
1319.997681,4970,5.04965353,5.099551201,7608.129883
1310.337402,4966,5.149449348,5.139469624,7681.799805
1303.26062,4999,5.089571953,5.259224415,7665.810059
1377.61853,4974,5.079592228,5.339060783,7647.97998
1296.05896,4951,5.099551201,5.289163113,7690.609863
844.9887695,3360,4.061677933,2.824213266,5092.419922
1286.793457,4969,5.089571953,5.259224415,7649.069824
1292.291748,4952,5.089571953,5.259224415,7706.029785
1334.409546,4973,5.089571953,5.398938179,7691.839844
1291.332275,5029,5.089571953,5.279183388,7807.47998
1286.474365,5011,5.079592228,5.149449348,7680.839844
887.5484009,3372,3.422986507,3.532761574,5202.609863
887.0792236,3381,3.432965994,3.502822876,5159.209961
894.7397461,3342,3.413007021,3.49284339,5157.810059
870.1754761,3376,3.413007021,3.452925205,5164.209961
866.2138672,3385,3.422986507,3.482863903,5154.620117
659.4521484,1696,1.726462603,1.746421695,2614.399902
1043.538086,3399,3.49284339,3.582659483,5165.52002
565.6798096,1679,1.696523905,1.736442208,2598.76001
515.2891846,1669,1.70650351,1.726462603,2594.349854
522.4585571,1681,1.686544418,1.696523905,2563.409912
504.9593811,1656,1.686544418,1.70650351,2553.23999
541.6781616,1667,1.656605721,1.696523905,2561.409912
149.2135925,Null,0,0,Null
117.2150726,2,0,0,3.899999857
148.6469421,2,0,0,3.329999924
1630.162231,6786,6.925809383,7.265114307,10316.63965
1679.26062,6800,7.005645752,7.205236912,10387.88965
1664.681152,6690,6.925809383,7.165318966,10408.06934
1673.537109,6776,6.865931988,6.826014042,10468.33984
1630.438843,6821,6.995666504,6.826014042,10487.41016
1632.277832,6817,7.025605202,6.885891438,10451.5
1307.149902,5107,5.279183388,5.239264965,7887
853.8688965,3510,3.422986507,3.502822876,5157.5
889.4051514,3341,3.403027534,3.49284339,5176.049805
927.2231445,3359,3.432965994,3.49284339,5142.669922
933.7034912,3589,3.023804426,3.363109112,5169.109863
866.0802002,3372,2.864131689,2.91402936,5194.25
1659.03894,6896,6.985686779,7.494644165,10550.87988
1706.468994,6841,7.015625477,7.245155334,10446.14941
1678.867798,6828,7.025605202,7.364909649,10523.91992
1595.596069,6841,6.835993767,7.115420818,10493.26953
1584.635986,6825,6.895870686,7.255134583,10414.21973
912.1184692,3397,3.472884417,3.572679758,5163.359863
1595.85437,6897,7.195257187,6.766136646,10569.75
1645.809204,6853,7.0555439,7.015625477,10436.71973
1656.695313,6874,6.995666504,6.895870686,10427.14941
1684.056641,6878,7.155339241,6.736197948,10421.08008
1649.460938,6890,7.115420818,7.374889374,10499.04004
1664.816406,6881,7.005645752,7.10544157,10479.39941
1608.446777,6839,6.975707054,7.424787045,10439.58984
1646.397827,6831,7.015625477,7.135380268,10464.92969
1640.206055,6847,6.945768833,7.374889374,10477.85938
1597.100708,6814,6.945768833,7.364909649,10387.22949
1639.887695,6805,6.925809383,7.115420818,10435.99023
1665.990479,6839,6.935789108,7.095461845,10430.83008
1679.386353,6765,6.90585041,7.03558445,10472.51953
1627.90564,6770,6.915830135,7.005645752,10382.91016
1643.451904,6822,6.975707054,7.03558445,10467.49023
1634.438843,6795,6.885891438,7.075502872,10459.58008
1669.349854,6756,6.845973015,6.756156921,10433.68945
1671.582153,6744,6.935789108,7.085482121,10430.74023
1659.615845,6731,6.885891438,7.015625477,10450.00977
1615.208984,6728,6.85595274,6.766136646,10427.10938
1666.101563,6694,6.85595274,6.885891438,10417.50977
1694.326416,6681,6.776116371,6.985686779,10383.7002
1668.18335,6637,6.806055069,6.915830135,10359.2002
1701.07373,6591,6.786095619,6.816034317,10376.16016
1678.095581,6575,6.816034317,7.115420818,10296.63965
1689.189697,6761,6.925809383,7.135380268,10400.14941
1673.262573,6816,6.935789108,7.464705467,10404.2793
1667.967041,6828,6.935789108,7.125400543,10400.91016
1759.521606,6778,6.925809383,7.045564175,10432
1660.956787,6871,7.005645752,7.265114307,10456.54004
1644.994019,6802,6.955748081,7.354930401,10420.08008
1633.55835,6767,7.015625477,7.195257187,10415.63965
1634.228027,6831,7.015625477,6.706259251,10480.79004
867.28125,3458,3.552720785,3.532761574,5287.870117
924.6568604,3502,3.562700272,3.592638969,5439.449707
1630.378906,6869,6.925809383,7.30503273,10457.37988
1721.186401,6868,7.075502872,6.985686779,10559.75977
968.1848145,3533,0,7.195257187,5421.949707
1671.80542,6913,7.295053005,7.025605202,10447.08984
1735.867065,6851,7.145359516,7.155339241,10397.56934
1666.717285,6817,7.215216637,6.865931988,10473.75977
1728.674438,6843,7.125400543,6.826014042,10382.38965
1715.290527,6846,7.095461845,6.736197948,10519.7793
1743.573975,6893,7.265114307,6.875911713,10427.29004
1671.257324,6846,7.215216637,7.005645752,10471.80957
1698.71875,6868,7.03558445,7.384869099,10444.59961
1674.901855,6814,7.165318966,7.374889374,10440.74023
1699.679688,6855,7.135380268,7.315011978,10442.56934
1741.460693,6843,7.28507328,6.885891438,10449.18945
1708.658569,6732,7.165318966,7.005645752,10440.2002
1765.786865,6810,6.985686779,7.324991703,10412.08984
961.3846436,3375,3.532761574,3.632557154,5183.929688
597.9862061,1702,1.7564013,1.7564013,2619.02002
1277.316406,5144,5.229285717,5.438856125,7772.089844
1226.898438,5145,5.169408321,5.349040031,7721.560059
1265.512695,5166,4.610553265,4.580614567,7751.119629
1300.309692,5312,5.199347019,5.189367294,7714.409668
765.0293579,2273,1.786339879,1.796319485,4399.810059
1669.800537,6862,6.925809383,7.015625477,10431.14941
1372.857178,5158,5.279183388,5.408917427,7807.82959
1314.44104,5150,5.069612503,5.179387569,7857.739746
1372.884399,5254,4.690389633,4.690389633,7840.5
1286.79126,5149,5.24924469,5.339060783,7836.399902
992.9782715,3451,3.562700272,3.592638969,5287.089844
1295.461914,5136,5.199347019,5.518692493,7833.810059
1322.639038,5126,5.24924469,5.398938179,7835.459961
1326.158325,5114,4.909939766,5.069612503,7725.459961
1269.304199,5155,5.239264965,5.418897152,7792.279785
1295.976929,5076,5.179387569,5.388958454,7673.879883
1283.476563,5129,5.229285717,5.368999481,7820.299805
1303.556396,5162,4.700369358,4.690389633,7851.179688
1303.523804,5092,4.820123672,4.490798473,7740.22998
1293.480713,5105,5.109530926,5.368999481,7848.009766
1660.28125,6722,6.826014042,6.875911713,10485.87012
1641.466309,6842,6.865931988,6.935789108,10559.0293
1725.830322,6796,7.015625477,7.315011978,10605.56934
902.7694092,3361,3.442945719,3.54274106,5272.959961
1002.374023,3430,3.462904692,3.672475338,5222.719727
1690.650757,6864,7.045564175,7.185277939,10449.33984
1715.321777,6813,7.03558445,7.125400543,10345.38965
1289.906982,5134,5.139469624,5.458815098,7778.109863
1305.47522,5142,5.219305992,5.269203663,7812.589844
1302.253296,5099,4.590594292,4.610553265,7764.069824
1334.030029,5112,4.590594292,4.710348606,7908.790039
1598.591797,6780,6.885891438,7.115420818,10390.60938
1257.367554,5060,5.109530926,5.269203663,7726.319824
1650.568604,6777,6.885891438,6.716238976,10343.0293
1691.285645,6679,6.975707054,6.686300278,10508.85938
1654.59021,6636,6.756156921,7.095461845,10459.97949
1654.941162,6636,6.766136646,6.885891438,10475.68945
924.5425415,3414,3.422986507,3.522782087,5114.959961
960.1721802,3308,3.173497677,3.26331377,5215.47998
916.7501221,3442,3.472884417,3.622577667,5186.919922
867.2883301,3436,3.472884417,3.54274106,5195.759766
1612.202026,6837,7.085482121,7.10544157,10437.34961
1253.543213,5160,5.169408321,5.239264965,7798.199707
1244.822632,5166,5.239264965,5.269203663,7833.909668
1260.516968,5175,5.299142361,5.349040031,7919.819824
1296.960815,5157,5.24924469,5.129489899,7788.389648
1648.062378,6896,6.965727806,7.155339241,10537.43945
1668.604004,6883,7.10544157,7.444746017,10510.47949
1690.038574,6823,7.145359516,7.225195885,10491.17969
1684.900513,6858,7.065523148,7.334970951,10465.01953
1634.804077,6886,7.23517561,7.135380268,10500.83008
1643.255615,6874,7.30503273,7.195257187,10469.08008
1741.278198,6870,7.085482121,7.045564175,10508.84961
1714.873291,6922,7.215216637,7.464705467,10687.5
1773.647217,6977,7.324991703,6.865931988,10812.89941
1764.257935,6904,7.175298214,7.30503273,10600.04004
200.9030762,2,0,0,2.599999905
960.861084,3580,3.422986507,3.353129625,5200.97998
843.2655029,3374,3.243354559,3.213415861,5155.529785
946.1210938,3435,2.973906755,2.943968058,5299.209961
148.1316071,4,0,0,3.25
1714.616943,6884,7.23517561,7.095461845,10467.58008
1287.780029,5196,5.239264965,5.019714832,7846.959961
1272.686157,5168,5.438856125,5.229285717,7814.349609
1291.075317,5176,5.478774548,5.378978729,7901.349609
1289.306152,5177,5.319101334,5.538651466,7915.22998
1322.73938,5163,5.44883585,5.368999481,7878.009766
1306.88501,5161,5.349040031,5.498733521,7876.919922
1308.024048,5173,5.408917427,5.159428596,7830.099609
914.2966309,3430,3.622577667,3.552720785,5284.52002
1310.306885,5152,5.359019756,5.349040031,7811.959961
1290.318481,5146,5.408917427,5.059633255,7785.129883
1317.708008,5153,5.319101334,5.189367294,7862.349609
1358.934937,5128,5.438856125,5.119510651,7785.549805
1375.436035,5141,5.339060783,5.24924469,7820.859863
1370.543091,5124,5.319101334,5.408917427,7837.349609
1367.119751,5142,5.378978729,5.199347019,7783.649902
1316.026611,5168,5.319101334,5.388958454,7862.589844
1344.135498,5133,5.349040031,5.259224415,7833.409668
1365.947144,5136,5.368999481,5.189367294,7777.049805
1303.161743,5128,5.299142361,5.339060783,7685.029785
1289.245728,5098,5.269203663,5.219305992,7850.659668
996.2210083,3421,7.0555439,0,5196.219727
1062.712769,3423,3.083681822,2.704458714,5219.52002
1319.255005,5131,5.788140297,4.919919491,7779.689941
1326.291626,5147,5.758202076,5.079592228,7866.649902
964.2653198,3532,3.802209616,3.323190928,6152
1379.5,5143,5.748222351,4.860042095,7802.949707
1336.826416,5132,5.688344955,4.889980793,7778.629883
1299.824463,5138,5.768181324,4.899960518,7752.709961
1350.252197,5094,5.638447285,4.820123672,7776.149902
1346.842041,5035,5.62846756,4.710348606,7740.97998
1333.752563,5026,5.598528862,4.810144424,7692.72998
1339.294678,5026,5.638447285,4.760246754,7762.129883
1323.731323,4993,5.538651466,4.740287304,7827.209961
1312.095825,5059,5.558610916,4.8001647,7758.189941
1322.479004,5066,5.638447285,4.62053299,7749.679688
1309.067627,4999,5.578569889,4.820123672,7869.169922
1327.19751,4982,5.528672218,4.750267029,7722.169922
1323.431152,4945,5.558610916,4.680410385,7763.189941
219.9331818,2,0,0,2525.919922
1367.265259,5055,5.578569889,4.730308056,7686.909668
1329.716797,4985,5.618488312,4.750267029,7728.239746
108.8151169,2,0,0,3.899999857
99.0173645,2,0,0,3.899999857
109.3947296,2,0,0,4.099999905
93.01682281,2,0,0,5.199999809
92.20032501,3,0,0,5.199999809
110.1147003,4,0,0,4.529999733
101.2320557,2,0,0,5.150000095
115.1941986,3,0,0,4.779999733
291.8764038,3,0,0,2508.419922
218.5316162,2,0,0,2492.51001
94.54457092,2,0,0,4.139999866
116.3640671,14,0,0,5.179999828
98.59629822,2,0,0,4.259999752
95.64048767,2,0,0,3.899999857
95.97373199,2,0,0,3.899999857
123.7291183,2,0,0,4.179999828
197.2842865,2,0,0,2490.169922
99.39496613,2,0,0,3.599999905
945.0988159,3239,3.672475338,3.213415861,5257.469727
558.5264893,1540,1.686544418,1.466994286,2527.889893
109.1213303,2,0,0,3.179999828
93.88813019,2,0,0,4.880000114
101.1427612,2,0,0,4.949999809
112.9718246,2,0,0,3.409999847
131.5670319,2,0,0,4.159999847
108.7520523,2,0,0,4.019999981
109.5458755,2,0,0,3.970000029
121.7078171,2,0,0,3.579999924
1323.430786,4941,5.498733521,4.67043066,7659.57959
1320.442627,4989,5.528672218,4.760246754,7646.689941
1310.019043,4999,5.538651466,4.770226002,7642.599609
1395.369751,4973,5.568590164,4.740287304,7568.009766
1301.319458,4984,5.528672218,4.750267029,7630.369629
1330.374756,4931,5.498733521,4.720328331,7509.259766
1283.746582,4929,5.478774548,4.700369358,7545.429688
1307.904297,4974,5.528672218,4.700369358,7548.52002
1300.642456,4991,5.548631191,4.750267029,7577.679688
1329.325195,4965,5.578569889,4.770226002,7646.419922
1304.068115,4986,5.538651466,4.720328331,7587.009766
104.5932159,2,0,0,3.809999943
1208.84082,4643,5.139469624,4.400982857,7202.060059
917.6061401,3407,3.762291431,3.203436375,5149.839844
919.4762573,3396,3.722373009,3.143558979,5109.620117
959.9859619,3373,3.722373009,3.213415861,5129.429688
890.7266235,3216,3.592638969,3.073702097,5021.089844
901.6497803,3346,3.672475338,3.153538704,5067
965.1673584,3345,3.662495852,3.173497677,5083.589844
626.3959351,1704,1.995910525,1.656605721,2729.919922
104.7194977,2,0,0,3.899999857
908.1911011,3318,3.732352734,3.203436375,5105.429688
1302.830078,4906,5.388958454,4.67043066,7577.709961
1296.69751,4872,5.488753796,4.710348606,7473.199707
1284.169312,4869,5.478774548,4.640491962,7465.359863
1287.623535,4912,5.518692493,4.730308056,7523.82959
1665.799194,6491,7.225195885,6.177342892,10050.18945
1696.987183,6505,7.295053005,6.087527275,10002.16992
526.008606,1616,1.656605721,1.427075982,2601.389893
1695.147583,6500,7.045564175,6.486709118,9847.729492
1672.209595,6464,6.935789108,6.327036381,9962.419922
1656.638916,6388,6.925809383,6.426831722,9940.939453
1644.903198,6419,6.845973015,6.416852474,9935.75
1698.474854,6439,6.885891438,6.327036381,9931.709961
1683.85083,6443,6.995666504,6.406872749,9984.740234
1656.407715,6466,6.945768833,6.396893024,10009.06934
1682.276611,6519,6.975707054,6.416852474,9965.049805
1668.871094,6480,7.065523148,6.47672987,10024.24023
928.6296387,3271,3.562700272,3.313211441,5118.109863
114.4434128,2,0,0,2.75999999
1705.4375,6672,7.075502872,6.47672987,10132.49023
1674.456543,6455,7.0555439,6.446791172,9839.779297
1703.711914,6496,7.005645752,6.466750145,9934.910156
1677.991821,6527,7.025605202,6.406872749,9982.969727
1671.802246,6591,7.045564175,6.426831722,10030.68945
1686.375244,6595,7.045564175,6.496688843,10084.62012
1739.730347,6642,7.125400543,6.506668091,10072.62012
1689.41272,6614,7.0555439,6.616443157,10071.72949
1736.487549,6523,6.975707054,6.396893024,9969.779297
1691.895386,6450,7.015625477,6.337016106,9880.379883
906.0568848,3224,0.369243443,6.267158985,4989.120117
1684.394287,6428,6.816034317,6.586504936,9820.589844
1693.896362,6492,6.90585041,6.446791172,9898.580078
1720.298096,6481,6.925809383,6.666341305,9941.089844
1335.303833,4946,5.24924469,4.929899216,7545.219727
1362.350586,5039,5.159428596,4.860042095,7619.47998
1748.689697,6639,7.085482121,6.636402607,10086.00977
1666.685547,6694,7.10544157,6.636402607,10096.18945
1713.339722,6598,7.135380268,6.496688843,10089.83008
1719.564453,6507,7.015625477,6.526627541,10011.34961
1709.474121,6536,6.985686779,6.47672987,9977.240234
1694.553955,6512,6.90585041,6.486709118,10036.31934
1695.937988,6501,6.875911713,6.486709118,10086.83984
1697.803101,6507,6.885891438,6.466750145,10091.05957
1727.345093,6514,6.935789108,6.516647816,10081.88965
1674.915771,6467,6.90585041,6.506668091,10127.33984
1663.883057,6471,6.935789108,6.466750145,10063.63965
1758.466553,6543,6.945768833,6.636402607,10175.30957
1723.359375,6541,6.975707054,6.496688843,10185.75
1729.761719,6539,6.945768833,6.506668091,10058.47949
1706.898804,6508,6.895870686,6.466750145,10219.79004
1677.479004,6584,6.915830135,6.386913776,10165.83984
1718.401367,6491,6.915830135,6.446791172,10205.71973
1424.428223,5115,4.67043066,4.410962105,7742.540039
1295.713745,5068,5.209326267,5.089571953,7766.619629
1757.495117,6690,7.085482121,6.506668091,10373.66992
1730.916138,6619,7.085482121,6.706259251,10366.72949
1702.886108,6670,7.065523148,6.596484184,10440.09961
1741.995361,6664,7.075502872,6.756156921,10379.22949
1678.964478,6721,7.115420818,6.686300278,10348.60938
1387.641479,5166,5.269203663,4.959837437,7820.409668
1297.784058,5032,4.949858189,4.740287304,7801.529785
1705.478394,6613,7.075502872,6.626422882,10353.54004
1309.065796,5007,5.289163113,5.019714832,7788.449707
1671.38916,6628,7.005645752,6.766136646,10386.74023
1749.33252,6558,7.075502872,6.466750145,10197.39941
1660.209229,6644,7.155339241,6.616443157,10430.25
1685.507935,6643,7.065523148,6.606463909,10442.68945
1728.862915,6667,7.005645752,6.526627541,10158.56934
1679.430176,6667,7.045564175,6.586504936,10344.17969
1767.595947,6754,7.135380268,6.766136646,10419.83984
1751.439209,6796,7.115420818,6.746177673,10430.31934
1740.753174,6705,7.23517561,6.865931988,10386.2998
1333.879272,4909,5.159428596,4.909939766,7524.5
944.5180664,3355,3.49284339,3.26331377,5166.839844
897.7003174,3435,3.622577667,3.422986507,5175.799805
987.262085,3497,3.64253664,3.472884417,5338.589844
957.5460815,3422,3.652516365,3.422986507,5158.580078
1673.124268,6873,7.354930401,6.85595274,10534.54004
1737.030396,6785,7.245155334,6.756156921,10424.14941
1722.695313,6848,7.205236912,6.875911713,10379.79004
1713.887817,6848,7.324991703,6.766136646,10435.16016
1752.081787,6861,7.28507328,6.85595274,10365.72949
863.6061401,3443,3.39304781,3.143558979,5161.620117
1752.269409,6875,7.205236912,7.0555439,10461.83984
1778.320557,6823,7.245155334,6.786095619,10422.67969
1714.377075,6861,7.295053005,6.786095619,10421.33008
1719.060059,6839,7.215216637,6.606463909,10430.83984
1771.324463,6811,7.30503273,6.85595274,10421.47949
1718.820313,6886,7.265114307,6.576525211,10451.70996
1762.53479,6802,7.23517561,6.826014042,10508.83008
1769.648071,6832,7.245155334,6.835993767,10423.37988
1749.230835,6802,7.30503273,6.706259251,10408.4502
1718.568848,6848,7.255134583,6.826014042,10397.34961
1743.203247,6755,7.195257187,6.756156921,10449.63965
1763.10144,6697,7.215216637,6.716238976,10414.70996
1792.884521,6772,7.245155334,6.945768833,10490.33984
1780.864014,6712,7.155339241,6.65636158,10425.16016
1732.087891,6691,7.175298214,6.746177673,10439.26953
1754.504761,6788,7.175298214,6.806055069,10513.9502
1814.046875,6792,7.165318966,6.746177673,10531.51953
1660.963501,6704,7.045564175,6.696280003,10453.75
1755.186523,6691,7.095461845,6.746177673,10372.04004
1687.820435,6671,7.165318966,6.566545486,10386.4502
1792.077148,6704,7.065523148,6.586504936,10446.10938
121.2005463,2,0,0,3.899999857
1778.444092,6618,7.10544157,6.676320553,10406.51953
1757.038452,6737,7.115420818,6.776116371,10454.62012
1767.646729,6712,7.10544157,6.576525211,10473.72949
1688.020996,6626,7.10544157,6.626422882,10480.84961
1744.159424,6710,7.10544157,6.716238976,10441.34961
917.7234497,3397,3.582659483,3.383068323,5236.279785
